words	pos	ner
"['Link', 'should', 'not', 'hold', 'knives', 'or', 'dogs', '.', 'What', ""'"", 's', 'with', 'all', 'that', 'excessive', 'rubbing', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '/', '/', '/']"	"['NNP', 'MD', 'RB', 'VB', 'NNS', 'CC', 'NNS', '.', 'WP', ""''"", 'NN', 'IN', 'PDT', 'DT', 'JJ', 'NN', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 'JJ', 'NN', 'NN']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Damn', 'we', 'finally', 'get', 'a', 'Black', 'hÃ©roe']	['NNP', 'PRP', 'RB', 'VB', 'DT', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['Can', 'I', 'Have', '2', 'Normal', 'Plastic', 'fidget', 'spinners']	['MD', 'PRP', 'VBP', 'CD', 'NNP', 'NNP', 'NN', 'NNS']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['I', 'am', 'so', 'proud', 'of', 'the', 'Jamaican', 'Squad', '!', '!', '!', '!', 'These', 'young', 'ladies', 'are', 'sensational', '!', '!', '!', '!', 'Thanks', 'girls', '-', 'you', 'are', 'simply', 'the', 'best', '!', '!']	['PRP', 'VBP', 'RB', 'JJ', 'IN', 'DT', 'NNP', 'NNP', '.', '.', '.', '.', 'DT', 'JJ', 'NNS', 'VBP', 'JJ', '.', '.', '.', '.', 'NNS', 'VBD', ':', 'PRP', 'VBP', 'RB', 'DT', 'JJS', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'I-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['She', 'will', 'serve', '2', 'years', 'in', 'a', 'minimum', 'security', 'Honor', 'camp', 'very', 'rarely', 'does', 'anyone', 'serve', 'the', 'first', 'number', 'of', 'a', 'sentence', '.']	['PRP', 'MD', 'VB', 'CD', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'NNP', 'NN', 'RB', 'RB', 'VBZ', 'NN', 'VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Car', 'Loader', 'for', 'Kids', 'and', 'Children']	['NN', 'NN', 'IN', 'NNP', 'CC', 'NNP']	['B-product', 'I-product', 'I-product', 'I-product', 'I-product', 'I-product']
['Guys', ',', 'i', 'know', 'black', 'lives', 'matter', 'but', 'they', 'have', 'to', 'die', 'first', '.', 'Still', '.', 'Always', '.']	['NNP', ',', 'NN', 'VBP', 'JJ', 'NNS', 'NN', 'CC', 'PRP', 'VBP', 'TO', 'VB', 'RB', '.', 'RB', '.', 'NNS', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['this', 'is', 'n', ""'"", 't', 'paper', 'Mario', 'finish', 'a', 'series', 'you', 'attention', 'deficit', 'dill', 'holes']"	"['DT', 'VBZ', 'JJ', ""''"", 'JJ', 'NN', 'NNP', 'VBZ', 'DT', 'NN', 'PRP', 'NN', 'NN', 'NN', 'NNS']"	['O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Teared', 'up', 'and', 'I', 'do', 'n', ""'"", 't', 'even', 'like', 'kids', '.', 'Because', ':', 'Humanity']"	"['VBN', 'RP', 'CC', 'PRP', 'VBP', 'DT', ""''"", 'JJ', 'RB', 'IN', 'NNS', '.', 'IN', ':', 'NN']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['I', 'love', 'Vader', ""'"", 's', 'entrance', '.', 'It', 'makes', 'the', 'entire', 'video', 'worth', 'watching', '!']"	['PRP', 'VBP', 'NNP', 'POS', 'NN', 'NN', '.', 'PRP', 'VBZ', 'DT', 'JJ', 'NN', 'NN', 'VBG', '.']	['O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['STARVIN', 'MARVIN']	['NNP', 'NNP']	['B-person', 'I-person']
['Simple', 'but', 'so', 'effective', 'teaser', 'trailer', '.', '.', '.', '.', 'Im', 'all', 'hyped', 'up', 'now', '!', '!']	['NN', 'CC', 'RB', 'JJ', 'NN', 'NN', '.', '.', '.', '.', 'NNP', 'DT', 'VBD', 'RP', 'RB', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Amanda', 'is', 'in', 'love', 'with', 'him', 'the', 'moment', 'he', 'stepped', 'into', 'the', 'stage', 'check', 'the', 'way', 'she', 'stares', 'at', 'him']	['NNP', 'VBZ', 'IN', 'NN', 'IN', 'PRP', 'DT', 'NN', 'PRP', 'VBD', 'IN', 'DT', 'NN', 'VB', 'DT', 'NN', 'PRP', 'VBZ', 'IN', 'PRP']	['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Ann', 'is', 'one', 'of', 'those', 'heartless', ',', 'rich', 'white', 'men', 'conservatives', 'who', 'talk', 'out', 'of', 'their', 'asses', '.']	['NNP', 'VBZ', 'CD', 'IN', 'DT', 'NN', ',', 'JJ', 'JJ', 'NNS', 'NNS', 'WP', 'VBP', 'IN', 'IN', 'PRP$', 'NNS', '.']	['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Every', 'Minecraft', 'ever', 'What', 'if', 'Minecraft', 'were', '.', '.', '.']	['DT', 'NN', 'RB', 'WP', 'IN', 'NNP', 'VBD', '.', '.', '.']	['O', 'B-creative-work', 'O', 'O', 'O', 'B-creative-work', 'O', 'O', 'O', 'O']
['hey', 'titi', 'nice', 'video']	['NN', 'NN', 'JJ', 'NN']	['O', 'B-person', 'O', 'O']
"['Did', 'n', ""'"", 't', 'Riceball', 'have', 'a', 'different', 'owner', 'in', 'the', 'walking', 'your', 'cat', 'video', '?']"	"['NNP', 'NN', ""''"", 'NN', 'NNP', 'VBP', 'DT', 'JJ', 'NN', 'IN', 'DT', 'VBG', 'PRP$', 'NN', 'NN', '.']"	['O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Like', 'Bubble', 'Boy', '-', '-', 'except', 'with', 'a', 'girl', '.', 'Bubble', 'Chick', '.']	['IN', 'NNP', 'NNP', ':', ':', 'IN', 'IN', 'DT', 'NN', '.', 'JJ', 'NNP', '.']	['O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O']
['I', 'request', 'to', 'see', 'a', 'reaction', 'tO', 'DJ', 'Switch', 'Now', 'or', 'Never', 'ft', 'KWESTA', 'and', 'other', 'artists']	['PRP', 'VBP', 'TO', 'VB', 'DT', 'NN', 'NN', 'NNP', 'NNP', 'RB', 'CC', 'NNP', 'VBP', 'NNP', 'CC', 'JJ', 'NNS']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work']
['yea', 'tanner', 'do', 'another', 'hide', 'and', 'seek', 'but', 'dont', 'name', 'it', 'the', 'new', 'house']	['NN', 'NN', 'VBP', 'DT', 'NN', 'CC', 'NN', 'CC', 'NN', 'NN', 'PRP', 'DT', 'JJ', 'NN']	['O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['When', 'is', 'the', 'Youtube', 'Fanfest', 'gonna', 'happen', '?', 'ð\x9f\x98\x83']	['WRB', 'VBZ', 'DT', 'NNP', 'NNP', 'NN', 'VB', '.', 'NN']	['O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O']
['I', 'missed', 'it', '.', 'Just', 'had', 'ribs', 'finish', 'in', 'the', 'Q', 'when', 'I', 'dropped', 'a', 'knife', 'on', 'a', 'major', 'artery', '.']	['PRP', 'VBD', 'PRP', '.', 'NNP', 'VBD', 'VBN', 'NN', 'IN', 'DT', 'NNP', 'WRB', 'PRP', 'VBD', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Im', 'sure', 'you', 'may', 'build', 'it', 'too', 'guys', '.', 'Just', 'look', 'for', 'woodprix', 'page', 'and', 'build', 'it', 'too', '.']	['NNP', 'JJ', 'PRP', 'MD', 'VB', 'PRP', 'RB', 'JJ', '.', 'NNP', 'NN', 'IN', 'JJ', 'NN', 'CC', 'VB', 'PRP', 'RB', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O']
['OMG', 'THANK', 'YOU', 'TO', 'DO', 'THIS', ',', 'I', 'would', 'like', 'won', 'the', 'Jet', 'Black', 'Airpods', '.']	['NNP', 'NNP', 'NNP', 'NNP', 'VB', 'NNP', ',', 'PRP', 'MD', 'VB', 'VBD', 'DT', 'NNP', 'NNP', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'I-product', 'O']
['When', 'will', 'we', 'get', 'that', 'Filthy', 'Frank', 'reaction', '?']	['WRB', 'MD', 'PRP', 'VB', 'DT', 'NNP', 'NNP', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O']
['My', 'hole', 'school', 'is', 'hyped', 'because', 'ever', 'since', 'he', 'came', 'here', 'Iowa', 'started', 'to', 'get', 'popular']	['PRP$', 'JJ', 'NN', 'VBZ', 'VBN', 'IN', 'RB', 'IN', 'PRP', 'VBD', 'RB', 'NNP', 'VBD', 'TO', 'VB', 'JJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O']
['Bravo', '!', 'Funny', '!', ':', ')']	['NN', '.', 'JJ', '.', ':', ')']	['O', 'O', 'O', 'O', 'O', 'O']
['The', 'fuckin', 'kendrick', 'reference']	['DT', 'JJ', 'NN', 'NN']	['O', 'O', 'B-person', 'O']
['My', 'dog', 'was', 'fast', 'asleep', 'and', 'then', 'heard', 'Jpeg', 'cry', 'and', 'it', 'woke', 'her', 'up', '.', 'Now', 'she', 'wants', 'to', 'leave', 'the', 'room', '.', 'Lol']	['PRP$', 'NN', 'VBD', 'JJ', 'NN', 'CC', 'RB', 'VB', 'NNP', 'NN', 'CC', 'PRP', 'VBD', 'PRP', 'RP', '.', 'RB', 'PRP', 'VBZ', 'TO', 'VB', 'DT', 'NN', '.', 'VB']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['""', 'GET', 'YOUR', 'HEAD', 'DOWN', 'AND', 'KEEP', 'MOVING', '!', '""', 'That', 'part', 'brings', 'me', 'back', 'to', 'the', 'old', 'days', 'of', 'COD', 'and', 'gives', 'me', 'goosebumps']"	['JJ', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.', 'NN', 'IN', 'NN', 'VBZ', 'PRP', 'RB', 'TO', 'DT', 'JJ', 'NNS', 'IN', 'NNP', 'CC', 'VBZ', 'PRP', 'VB']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['you', 'gotta', 'love', 'the', 'cavs', ""'"", 'camaraderie', ',', 'it', ""'"", 's', 'great', 'to', 'see', 'the', 'big', 'three', 'gell', ',', 'especially', 'kevin', 'love']"	"['PRP', 'VBP', 'VB', 'DT', 'NN', 'POS', 'NN', ',', 'PRP', ""''"", 'JJ', 'JJ', 'TO', 'VB', 'DT', 'JJ', 'CD', 'NN', ',', 'RB', 'JJ', 'NN']"	['O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O']
['You', 'are', 'not', 'bad', 'with', 'Takoyaki', '.', 'Great', 'video', '!']	['PRP', 'VBP', 'RB', 'JJ', 'IN', 'NNP', '.', 'NNP', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['lol', 'singaporeans', 'should', 'kill', 'each', 'other', 'off', ',', 'bunch', 'of', 'uncivilised', 'donkeys', ',', 'if', 'they', 'try', 'this', 'stunt', 'in', 'the', 'U', '.', 'S', ',', 'they', 'will', 'get', 'a', 'headshot', 'free', 'of', 'charge', 'courtesy', 'of', 'being', 'a', 'bitch', 'ð\x9f\x98\x86']	['NNS', 'NNS', 'MD', 'VB', 'DT', 'JJ', 'RP', ',', 'NN', 'IN', 'JJ', 'NNS', ',', 'IN', 'PRP', 'VBP', 'DT', 'NN', 'IN', 'DT', 'NNP', '.', 'NNP', ',', 'PRP', 'MD', 'VB', 'DT', 'JJ', 'JJ', 'IN', 'NN', 'NN', 'IN', 'VBG', 'DT', 'NN', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Upcoming', 'the', 'fight', 'of', 'the', 'decade', ',', 'Canelo', 'Vs', 'Julio', 'CÃ©sar', 'Jrs', '.', 'Who', 'will', 'win', '?']	['VBG', 'DT', 'NN', 'IN', 'DT', 'NN', ',', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.', 'WP', 'MD', 'VB', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O']
['Aussie', 'faggot', 'and', 'gay', 'cancer', 'patient', 'in', 'remission', 'play', 'with', 'cocks', '.']	['NNP', 'VBD', 'CC', 'JJ', 'NN', 'NN', 'IN', 'NN', 'NN', 'IN', 'NNS', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Omg', 'you', 'craft', 'better', 'then', 'me', 'ð\x9f\x98¥', '.', 'so', 'cool', 'ð\x9f\x98\x80']	['NNP', 'PRP', 'VBP', 'JJR', 'RB', 'PRP', 'NNP', '.', 'RB', 'JJ', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['This', 'is', 'a', 'perfect', 'Mother', ""'"", 's', 'day', 'gift', 'just', 'to', 'have', 'her', 'children', 'back', '.', 'I', ""'"", 'm', 'so', 'happy', 'for', 'her', '!']"	"['DT', 'VBZ', 'DT', 'JJ', 'NNP', 'POS', 'JJ', 'NN', 'VB', 'RB', 'TO', 'VB', 'PRP$', 'NNS', 'RB', '.', 'PRP', ""''"", 'NNS', 'RB', 'JJ', 'IN', 'PRP$', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['I', 'know', 'they', 'were', 'aliens', 'and', 'are', 'n', ""'"", 't', 'real', ',', 'but', 'we', 'need', 'the', 'adipose', 'pills', 'from', 'Doctor', 'Who', ',', 'they', 'actually', 'worked', ',', 'and', 'the', 'adipose', 'are', 'really', 'cute', 'XD']"	['PRP', 'VBP', 'PRP', 'VBD', 'NNS', 'CC', 'VBP', 'JJ', 'POS', 'NN', 'JJ', ',', 'CC', 'PRP', 'VBP', 'DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', ',', 'PRP', 'RB', 'VBD', ',', 'CC', 'DT', 'NN', 'VBP', 'RB', 'JJ', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['This', 'IS', 'amazing', '.', 'Sad', 'for', 'me', 'as', 'I', 'do', 'n', ""'"", 't', 'have', 'a', 'cat', 'anymore', ',', 'another', 'is', 'on', 'my', 'list', '100', '%']"	"['DT', 'VBZ', 'JJ', '.', 'NNP', 'IN', 'PRP', 'IN', 'PRP', 'VBP', 'DT', ""''"", 'NNS', 'VBP', 'DT', 'NN', 'RB', ',', 'DT', 'VBZ', 'IN', 'PRP$', 'NN', 'CD', 'NN']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['This', 'is', 'amazing', '.', 'Praise', 'His', 'holly', 'name', 'ð\x9f\x91\x90', 'ð\x9f\x91\x8f']	['DT', 'VBZ', 'JJ', '.', 'VB', 'PRP$', 'RB', 'JJ', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['malume', 'freddy', 'l', 'love', 'you', ',', 'kkkkkkk', 'dintle', 'imali', 'dololo', '.', '.', '.', '.', '.', 'YV', 'and', 'romeo', 'my', 'favorite', 'people', 'good', 'matching', 'team', '.']	['NN', 'VBZ', 'JJ', 'IN', 'PRP', ',', 'VB', 'JJ', 'JJ', 'NN', '.', '.', '.', '.', '.', 'NN', 'CC', 'VB', 'PRP$', 'JJ', 'NNS', 'JJ', 'VBG', 'NN', '.']	['B-person', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['i', 'am', 'a', 'jake', 'pouler', 'its', 'every', 'day', 'bro']	['NN', 'VBP', 'DT', 'NN', 'NN', 'PRP$', 'DT', 'NN', 'VB']	['O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O']
"['Do', 'n', ""'"", 't', 'mean', 'to', 'be', 'rude', ',', 'but', 'you', 'should', 'do', 'some', 'actual', 'research', ',', 'the', 'amount', 'of', 'repetion', 'and', 'misinformation', 'is', 'annoying', '.', 'Please', 'consider', 'making', 'some', 'changes', '.', 'No', 'hate', ',', 'just', 'criticism', ':', ')']"	['VB', 'NNS', 'POS', 'NNS', 'VBP', 'TO', 'VB', 'JJ', ',', 'CC', 'PRP', 'MD', 'VB', 'DT', 'JJ', 'NN', ',', 'DT', 'NN', 'IN', 'NN', 'CC', 'NN', 'VBZ', 'VBG', '.', 'NNP', 'VB', 'VBG', 'DT', 'NNS', '.', 'DT', 'NN', ',', 'RB', 'NN', ':', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['The', 'pitch', 'in', 'your', 'voice', ',', 'what', ""'"", 's', 'going', 'on', '?', 'Had', 'to', 'stop', 'the', 'video', '.']"	"['DT', 'NN', 'IN', 'PRP$', 'NN', ',', 'WP', ""''"", 'NN', 'VBG', 'IN', '.', 'NNP', 'TO', 'VB', 'DT', 'NN', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['want', 'a', '18', '+', 'then', 'sing', 'up', 'http', ':', '/', '/', 'links', '.', 'report', '/', 'track', '/', '?', 'oid', '=', '20', '&', 'uid', '=', '17']	['VB', 'DT', 'CD', 'NN', 'RB', 'VBG', 'RP', 'NN', ':', 'JJ', 'JJ', 'NNS', '.', 'NN', 'VBD', 'NN', 'NN', '.', 'JJ', 'NN', 'CD', 'CC', 'JJ', 'NN', 'CD']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['#', 'ShareTheLove']	['#', 'NNP']	['O', 'O']
['Please', 'add', 'iranian', 'vidio']	['NNP', 'VB', 'JJ', 'NN']	['O', 'O', 'O', 'O']
['Plz', 'can', 'I', 'have', 'the', 'black', 'airpods']	['NNP', 'MD', 'PRP', 'VBP', 'DT', 'JJ', 'NNS']	['O', 'O', 'O', 'O', 'O', 'B-product', 'I-product']
['How', 'to', 'avoid', 'the', 'akwardness', 'when', 'getting', 'rick', 'rolled', ':', 'Step', '1', ':', 'Smile', 'and', 'start', 'dancing', 'Step', '2', ':', 'dance', 'your', 'way', 'out', 'of', 'the', 'room']	['WRB', 'TO', 'VB', 'DT', 'NN', 'WRB', 'VBG', 'NN', 'VBD', ':', 'NN', 'CD', ':', 'NN', 'CC', 'VB', 'VBG', 'NNP', 'CD', ':', 'VB', 'PRP$', 'NN', 'IN', 'IN', 'DT', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Please', 'sub', 'to', 'me', 'it', 'would', 'mean', 'alot']	['NNP', 'NN', 'TO', 'PRP', 'PRP', 'MD', 'VB', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Idk', 'why', 'but', 'this', 'guy', 'comes', 'across', 'as', 'an', 'asshole', 'to', 'me']	['NNP', 'WRB', 'CC', 'DT', 'NN', 'VBZ', 'RP', 'IN', 'DT', 'NN', 'TO', 'PRP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Hey', 'coyote', 'I', 'have', 'a', '70', 'inch', 'tv']	['NNP', 'VBP', 'PRP', 'VBP', 'DT', 'CD', 'JJ', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['its', 'is', 'so', 'funny', 'looking', 'at', 'coments', 'and', 'seeing', 'a', 'ton', 'of', 'comments', 'about', 'noodle', 'the', 'like', '""', 'dares', 'coments', 'Noodles', 'dancing', 'is', 'so', 'nauthureal', 'its', 'just', 'graet', 'and', 'ya']"	['PRP$', 'VBZ', 'RB', 'JJ', 'VBG', 'IN', 'NNS', 'CC', 'VBG', 'DT', 'NN', 'IN', 'NNS', 'IN', 'VBP', 'DT', 'JJ', 'NN', 'VBZ', 'NNS', 'NNP', 'NN', 'VBZ', 'RB', 'JJ', 'PRP$', 'RB', 'NN', 'CC', 'NN']	['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Damn', 'Athenas', 'daughter', 'is', 'sexy', 'af']	['NNP', 'NNP', 'NN', 'VBZ', 'JJ', 'NN']	['O', 'B-person', 'O', 'O', 'O', 'O']
"['Katy', 'had', 'to', 'put', 'her', 'brush', 'down', 'to', 'Morn', 'desi', ""'"", 's', 'brush', 'loss']"	"['NNP', 'VBD', 'TO', 'VB', 'PRP$', 'NN', 'RB', 'TO', 'NNP', 'NN', ""''"", 'JJ', 'NN', 'NN']"	['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O']
['Great', 'to', 'see', 'Isaiah', 'in', 'good', 'spirits', '!']	['NN', 'TO', 'VB', 'NNP', 'IN', 'JJ', 'NNS', '.']	['O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O']
['Lauren', 'you', 'should', 'have', 'eye', 'drops', 'and', 'flonase', 'nasal', 'spray']	['NNP', 'PRP', 'MD', 'VB', 'NN', 'NNS', 'CC', 'NN', 'NN', 'NN']	['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'I-product']
['how', 'anyone', 'can', 'prefer', 'a', 'V', '6', 'over', 'a', 'Straight', '6', 'is', 'beyond', 'me', '.', '.', '.', '.', 'SUCH', 'a', 'nice', 'sound', '!']	['WRB', 'NN', 'MD', 'VB', 'DT', 'NNP', 'CD', 'IN', 'DT', 'JJ', 'CD', 'VBZ', 'IN', 'PRP', '.', '.', '.', '.', 'PDT', 'DT', 'JJ', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Make', 'more', 'if', 'you', 'like', 'if', 'you', 'agree']	['NNP', 'JJR', 'IN', 'PRP', 'VBP', 'IN', 'PRP', 'VBP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
