words	pos	ner
"['RT', '@QueenfilmFan', ':', '#Berlinale', 'opening', 'is', 'tomorrow', '-', 'live', 'streams', ""you'll"", 'find', 'here', '---', '&gt;', 'https://t.co/rnUEA7ouvF', 'http://t.co/Teiun3W9KT']"	['NNP', 'NN', ':', 'JJ', 'NN', 'VBZ', 'NN', ':', 'JJ', 'NNS', 'VBP', 'VB', 'RB', 'JJ', 'NNP', 'NN', 'NN']	['O', 'O', 'O', 'B-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"[""I'm"", 'walking', '&amp;', 'talking', 'like', 'money', '.', 'Probably', 'somewhere', 'on', 'the', 'beach', 'where', 'the', 'sun', 'at']"	['NNP', 'VBG', 'RB', 'VBG', 'IN', 'NN', '.', 'RB', 'RB', 'IN', 'DT', 'NN', 'WRB', 'DT', 'NN', 'IN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['RT', '@tvtagHelix', ':', 'Hatake', 'it', ""'s"", 'July', ',', 'you', ""don't"", 'need', 'firewood', '.', '#Helix', '#syfy', '@MckeeveMichelle', 'http://t.co/CxC3EOKWa4']"	['JJ', 'NN', ':', 'VB', 'PRP', 'VBZ', 'NNP', ',', 'PRP', 'VBP', 'VB', 'NN', '.', 'CC', 'JJ', 'NNP', 'NN']	['O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['RT', '@ColIegeStudent', ':', 'Who', ""'s"", 'birthday', 'is', 'it', 'tomorrow', '?', 'http://t.co/FNMAIARvG7']"	['JJ', 'NN', ':', 'WP', 'VBZ', 'NN', 'VBZ', 'PRP', 'NN', '.', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@mitsusin', 'http://t.co/0PgmuXJW2U', 'December', '21', ',', '2014', 'at', '07:25', 'AM']	['NN', 'VBD', 'NNP', 'CD', ',', 'CD', 'IN', 'CD', 'NNS']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Another', 'hour', '!', 'It', ""'s"", 'February', '05', ',', '2015', 'at', '02:19', 'PM']"	['DT', 'NN', '.', 'PRP', 'VBZ', 'NNP', 'CD', ',', 'CD', 'IN', 'CD', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['EVERY', 'SUNDAY', '8PM', 'POWER1051', 'NYC']	['DT', 'NNP', 'CD', 'NNP', 'NNP']	['O', 'O', 'O', 'O', 'O']
['Is', 'this', 'like', 'No', 'cutting', 'hair', 'December', '??', 'PEOPLE', 'NEED', 'TO', 'GET', 'THEIR', 'HAIR', 'CUT', 'BEFORE', 'I', 'USE', 'A', 'GRASS', 'CUTTER', 'TO', 'SHAVE', 'IT', 'ALL', 'OFF', '.']	['VBZ', 'DT', 'JJ', 'NNP', 'VBG', 'NN', 'NNP', 'NN', 'NNP', 'NNP', 'NNP', 'VB', 'NNP', 'NNP', 'NNP', 'NNP', 'PRP', 'VBP', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Compu', 'Deals', ':', 'http://t.co/4ZtFowj6FF', 'For', 'New', 'iPad', '4', '4G', 'Gen', '3', '3rd', '2', '360', 'Rotating', 'Magnetic', 'PU', 'Leather', 'Case', 'Smart', '...', 'http://t.co/5OasEiarh3']	['JJ', 'NNS', ':', 'NN', 'IN', 'NNP', 'NN', 'CD', 'CD', 'NNP', 'CD', 'CD', 'CD', 'CD', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', ':', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@paddyscousedog', 'long', 'story', 'rele', '...', 'she', 'had', 'non-cancerous', 'tumour', 'removed', 'from', 'leg', 'last', 'may', '+', 'we', 'thought', 'probs', 'from', 'that', 'but', 'she', 'did', 'av', 'a']	['RB', 'RB', 'NN', 'NN', ':', 'PRP', 'VBD', 'JJ', 'NNS', 'VBN', 'IN', 'NN', 'JJ', 'MD', 'VB', 'PRP', 'VBD', 'RB', 'IN', 'DT', 'CC', 'PRP', 'VBD', 'VB', 'DT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['RT', '@narryandliam', ':', 'louis', 'turns', '18', 'tomorrow', ':)']	['NNP', 'NN', ':', 'NN', 'VBZ', 'CD', 'NN', 'NN']	['O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O']
['RT', '@WorIdStarComedy', ':', 'He', 'used', 'a', 'Snapchat', 'for', 'his', 'SAT', 'ID', 'http://t.co/cQA1YyoclU']	['JJ', 'NN', ':', 'PRP', 'VBD', 'DT', 'NNP', 'IN', 'PRP$', 'NNP', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O']
['@camerondallas', 'think', 'you', 'may', 'be', 'all', 'bad', ',', 'but', 'you', 'will', 'always', 'make', 'it', 'all', 'right', 'just', 'by', 'existing', '118']	['NNS', 'VBP', 'PRP', 'MD', 'VB', 'DT', 'JJ', ',', 'CC', 'PRP', 'MD', 'RB', 'VB', 'PRP', 'DT', 'JJ', 'RB', 'IN', 'VBG', 'CD']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@shamelessmaiden', '@bittersweetbait', 'And', 'why', 'may', 'she', 'be', 'that', '?', 'she', 'sleeps', 'in', 'my', 'bed']	['JJ', 'NN', 'CC', 'WRB', 'MD', 'PRP', 'VB', 'IN', '.', 'PRP', 'VBZ', 'IN', 'PRP$', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['RT', '@BobOngQuotes', ':', 'Dec', '.', '24', '-', 'Noche', 'Buena', 'Dec', '.', '31', '-', 'Media', 'Noche', 'Jan', '.', '05', '-', 'Leche', 'balik', 'sa', 'Klase', '#DearPopeFrancis']	['NNP', 'VBZ', ':', 'NNP', '.', 'CD', ':', 'NNP', 'NNP', 'NNP', '.', 'CD', ':', 'NNP', 'NNP', 'NNP', '.', 'CD', ':', 'NNP', 'NN', 'NN', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Rare', '1st', 'Larry', 'Sultan', 'Valley', 'evidence', 'mandel', 'hido', 'meyerowitz', 'picture', 'from', 'home', 'http://t.co/Th0TEjekc8', 'http://t.co/xWe0DFKDye']	['JJ', 'CD', 'NNP', 'NNP', 'NNP', 'NN', 'NN', 'NN', 'JJ', 'NN', 'IN', 'NN', 'NN', 'NN']	['O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['RT', '@miraaitanaka', ':', '*PAG', 'NAKITA', 'MONG', 'MAY', 'LUMALANDI', 'SA', 'CRUSH', 'MO*', 'http://t.co/Rz07HPzuOb']	['NNP', 'NN', ':', 'NN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Explore', '...', 'Dating', 'time', 'change', 'to', '7pm', 'on', 'Mon', '12/15', '(', 'instead', 'of', '6', ')', 'RT', '!!', 'http://t.co/wqf9OasM0W']	['NN', ':', 'NNP', 'NN', 'NN', 'TO', 'CD', 'IN', 'NNP', 'CD', '(', 'RB', 'IN', 'CD', ')', 'NNP', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['#Huawei', '#AscendGX1', '-', 'Huawei', 'on', 'Monday', 'launched', 'its', 'latest', 'phablet', ',', 'the', 'Ascend', 'GX1', ',', 'in', 'China', 'at', '...', 'http://t.co/KuzAhRKR3j', '-', '#Google', '#Tech']	['NN', 'SYM', ':', 'NN', 'IN', 'NNP', 'VBD', 'PRP$', 'JJS', 'NN', ',', 'DT', 'NNP', 'NNP', ',', 'IN', 'NNP', 'IN', ':', 'SYM', ':', 'NN', 'NN']	['O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O']
['Not', 'mentally', 'prepared', 'for', 'tomorrow']	['RB', 'RB', 'JJ', 'IN', 'NN']	['O', 'O', 'O', 'O', 'O']
['Can', 'it', 'be', 'Friday', 'already', 'like', 'geez']	['MD', 'PRP', 'VB', 'NNP', 'RB', 'IN', 'NNS']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
"[""I've"", 'liked', 'all', 'the', 'topics', ""I've"", 'done', 'in', 'history', 'so', 'far', 'but', 'now', ""we're"", 'doing', 'the', '40s', 'to', 'the', '70s', 'I', 'may', 'cry', 'they', 'are', 'my', 'favourite', 'decades']"	['NNP', 'VBD', 'PDT', 'DT', 'NNS', 'NNP', 'VBN', 'IN', 'NN', 'RB', 'RB', 'CC', 'RB', 'VBZ', 'VBG', 'DT', 'CD', 'TO', 'DT', 'CD', 'PRP', 'MD', 'VB', 'PRP', 'VBP', 'PRP$', 'JJ', 'NNS']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Photo', ':', '#Soba', '#tempura', '#BondiRamen', '#foodie', '#sunday', '#afternoon', '(', 'at', 'Ramen', 'Kan', 'Bondi', 'Junction', ')', 'http://t.co/wzjZ8zHrYu']	['NN', ':', 'NN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '(', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', ')', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'I-location', 'O', 'O']
"['David', 'Mark', 'Confesses', ',', '""', 'Buhari', 'Is', 'A', 'Formidable', 'Opponent', '."":', 'Senate', 'President', ',', 'David', 'Mark', ',', 'on', 'Thursday', 'admitted', 't', '...', 'http://t.co/B46xbOEfT9']"	['NNP', 'NNP', 'NNP', ',', 'NNP', 'NNP', 'VBZ', 'NNP', 'JJ', 'NNP', 'NNP', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'IN', 'NNP', 'VBD', 'NN', ':', 'NN']	['B-person', 'I-person', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['My', 'January', 'Favorites', 'went', 'up', 'today', '!', 'Have', 'you', 'seen', 'it', 'yet', '?', 'https://t.co/zkYa3xh4sN']	['PRP$', 'NNP', 'NNPS', 'VBD', 'RB', 'NN', '.', 'VBP', 'PRP', 'VBN', 'PRP', 'RB', '.', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['""', '@5SOS', ':', 'Tomorrow', ""'s"", 'on', 'its', 'way', 'http://t.co/bZajiIdXZR', '""', 'beautiful', '!!!!!!!!!']"	['JJ', 'NN', ':', 'NN', 'POS', 'IN', 'PRP$', 'NN', 'NN', 'NNP', 'NN', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['http://t.co/bkpbXWGd4P', '@YBLTV', 'Previews', '@Hyundai', ""'s"", '2nd', 'Gen', 'Blue', 'Link', '#Tech', '&amp;', 'New', '#Smartwatch', '#App', '#CES2015', '@intlCES', 'http://t.co/YSIsBe30S4']"	['NN', 'NNP', 'NNP', 'NNP', 'POS', 'CD', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['January', '#BrothersConflict', 'http://t.co/LTOJkiTtDi']	['NNP', 'NNP', 'NN']	['O', 'O', 'O']
['RT', '@nbcwashington', ':', 'SCHOOL', 'DELAY', ':', 'Prince', 'William', 'Co', '.', 'Public', 'Schools', 'will', 'open', 'two', 'hours', 'late', 'today', ',', 'January', '22', '2015', '.']	['NNP', 'NN', ':', 'JJ', 'NNP', ':', 'NNP', 'NNP', 'NNP', '.', 'NNP', 'NNP', 'MD', 'VB', 'CD', 'NNS', 'JJ', 'NN', ',', 'NNP', 'CD', 'CD', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Not', 'sure', 'if', 'I', 'want', 'to', 'cam', 'tonight', 'or', 'tomorrow', '...', 'What', 'do', 'you', 'guys', 'think', '?', 'http://t.co/DAlvVglYBj', 'http://t.co/CUxwXzb2JW']	['RB', 'JJ', 'IN', 'PRP', 'VBP', 'TO', 'VB', 'NN', 'CC', 'NN', ':', 'WP', 'VBP', 'PRP', 'VB', 'VB', '.', 'NN', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['You', 'may', 'grow', 'so', 'concerned', 'with', 'executing', 'your', 'own', 'agenda', 'today', '...', 'More', 'for', 'Taurus', 'http://t.co/MUa0kQ9zti']	['PRP', 'MD', 'VB', 'RB', 'JJ', 'IN', 'VBG', 'PRP$', 'JJ', 'NN', 'NN', ':', 'JJR', 'IN', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['It', ""'s"", 'Friday', '!!!', '#LOL', 'http://t.co/LAKPv1JTHE']"	['PRP', 'VBZ', 'NNP', 'NNP', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'O', 'O']
['@TL_jp', 'December', '26', ',', '2014', 'at', '01:12', 'AM', 'http://t.co/scOrEV99ds']	['JJ', 'NNP', 'CD', ',', 'CD', 'IN', 'CD', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['RT', '@wisatatiketcom', ':', 'TIKET', 'PROMO', 'Ambon', '-', 'Jakarta', '|', '1-10', 'Feb', '2015', '|', 'Info', 'klik', 'http://t.co/uuFJHxV3d7', 'http://t.co/Ad4C4GALxJ']	['NNP', 'NN', ':', 'NNP', 'NNP', 'NNP', ':', 'NNP', 'NNP', 'CD', 'NNP', 'CD', 'NNP', 'NNP', 'NNP', 'NN', 'NN']	['O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['RT', '@Naafiisaa', ':', 'Cov', ""'s"", 'gonna', 'be', 'turnt', 'up', 'on', 'the', 'January', '21st', 'for', '#Lush2015', ',', 'are', 'you', 'joining', 'the', 'turn', 'up', 'or', 'nahh', '?', 'http://t.co/HIoNqWoOyz']"	['NNP', 'NN', ':', 'NNP', 'POS', 'NN', 'VB', 'VBN', 'RP', 'IN', 'DT', 'NNP', 'CD', 'IN', 'NN', ',', 'VBP', 'PRP', 'VBG', 'DT', 'NN', 'RP', 'CC', 'VB', '.', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Apple', 'ipad', '1st', 'Generation', '32gb', 'with', 'black', 'leather', 'case', 'http://t.co/s0MB4DvxW6', '#premierleague', '#manutd', '#yapper', '#i', '...', 'http://t.co/m29kbRK7XM']	['NNP', 'NN', 'CD', 'NNP', 'CD', 'IN', 'JJ', 'NN', 'NN', 'NN', 'NNP', 'NNP', 'NNP', 'NN', ':', 'NN']	['B-product', 'I-product', 'I-product', 'I-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['RT', '@relientK', ':', 'Deck', 'the', 'halls', 'with', 'mistletoe', 'May', 'all', 'your', 'heavy', 'burdens', 'go', 'Up', 'the', 'chimney', 'in', 'a', 'cloud', 'of', 'smoke', 'http://t.co/gEWwG6HJNE']	['NNP', 'NN', ':', 'VB', 'DT', 'NNS', 'IN', 'NN', 'NNP', 'DT', 'PRP$', 'JJ', 'NNS', 'VBP', 'RP', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'NN', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Thousands', 'of', 'Hong', 'Kongers', 'March', 'for', 'Democracy', '-', 'http://t.co/c2RjbnE59h']	['NNS', 'IN', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', ':', 'NN']	['O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O']
"['Laying', 'down', 'now', '.', 'Forget', 'the', 'mall', 'today', '.', ""I'll"", 'go', 'before', 'Wednesday', '.']"	['VBG', 'RP', 'RB', '.', 'VB', 'DT', 'NN', 'NN', '.', 'NNP', 'VBP', 'IN', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@aliaa08', 'Dear', 'Mam', ',', 'i', 'am', 'such', 'a', 'huge', 'fan', 'of', 'you', '.', 'I', 'study', 'in', '8th', 'class', '.', 'I', 'LOVE', 'YOU', 'MAM', '.', 'ONCE', 'I', 'WANNA', 'TALK', 'TO', 'YOU', '..', 'I', 'M', 'FROM', 'PUNJAB']	['JJ', 'NNP', 'NNP', ',', 'NN', 'VBP', 'PDT', 'DT', 'JJ', 'NN', 'IN', 'PRP', '.', 'PRP', 'VBP', 'IN', 'CD', 'NN', '.', 'PRP', 'VBP', 'JJ', 'NNP', '.', 'RB', 'PRP', 'VBP', 'PRP', 'NNP', 'NNP', 'VBP', 'PRP', 'VBP', 'CD', 'NNP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location']
['RT', '@IowaCitySchools', ':', 'There', 'will', 'be', 'no', 'classes', 'for', 'Iowa', 'City', 'Schools', 'on', 'Monday', ',', 'February', '2nd', '.', 'http://t.co/3zaYnD47hS']	['NNP', 'NNS', ':', 'EX', 'MD', 'VB', 'DT', 'NNS', 'IN', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', ',', 'NNP', 'CD', '.', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['SAT', 'NIGHT', 'jamrock', '!!', 'http://t.co/h8VcnLHmJz']	['NNP', 'NNP', 'NN', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'O']
"['I', ""don't"", 'think', 'Imma', 'go', 'to', 'school', 'tomorrow', ',', 'might', 'skip']"	['PRP', 'VBP', 'VB', 'NNP', 'VB', 'TO', 'NN', 'NN', ',', 'MD', 'VB']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Happy', 'February', 'fools', 'dayyyyy']	['JJ', 'NNP', 'NNS', 'NN']	['O', 'O', 'O', 'O']
"['RT', '@Matt_Dominguez', ':', 'I', ""can't"", 'wait', 'for', 'tomorrow', '-', ""I'm"", 'heading', 'back', 'to', 'North', 'Carolina', 'to', 'see', 'the', 'French', '!', 'http://t.co/CM1YXb0CcS']"	['NNP', 'NN', ':', 'PRP', 'VBP', 'VB', 'IN', 'NN', ':', 'NNP', 'VBG', 'RB', 'TO', 'NNP', 'NNP', 'TO', 'VB', 'DT', 'JJ', '.', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O']
"['It', ""'s"", 'a', 'week', 'from', 'my', 'birthday', 'tomorrow', 'wtf']"	['PRP', 'VBZ', 'DT', 'NN', 'IN', 'PRP$', 'NN', 'NN', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['RT', '@cosmicsticks', ':', 'Yayyyy', 'this', 'coming', 'sat', ""'s"", 'radio', 'features', 'Jonghyun', 'x', 'Iron', '!']"	['JJ', 'NNS', ':', 'VB', 'DT', 'VBG', 'NN', 'POS', 'NN', 'VBZ', 'NNP', 'NNP', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-creative-work', 'O']
['EU', 'will', 'add', 'c19', 'names', 'to', 'Ukraine', 'sanctions', 'list', 'on', 'Mon', '.', 'No', 'proposals', 'yet', 'on', 'new', 'economic', 'measures', '.', 'Arming', 'Kiev', 'up', 'to', 'nat', 'capitals', 'not', 'EU']	['NNP', 'MD', 'VB', 'JJ', 'NNS', 'TO', 'VB', 'NNS', 'NN', 'IN', 'NNP', '.', 'NNP', 'NNS', 'RB', 'IN', 'JJ', 'JJ', 'NNS', '.', 'VBG', 'NNP', 'RB', 'TO', 'VB', 'NNS', 'RB', 'NNP']	['B-group', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group']
['@WestThorntonPA', 'Teachers', 'Open', 'Evening', 'at', 'the', 'MOC', '22nd', 'Jan', '3.30', '-', '5.30', '.', 'Sample', 'our', 'learning', 'prog', '!', 'RSVP', 'museumeducation@croydon', '.', 'gov', '.', 'uk']	['JJ', 'NNP', 'NNP', 'NNP', 'IN', 'DT', 'NNP', 'CD', 'NNP', 'CD', ':', 'CD', '.', 'VB', 'PRP$', 'VBG', 'NN', '.', 'NNP', 'NN', '.', 'NN', '.', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['RT', '@AlinkinKing', ':', 'Let', 'the', 'music', 'play', 'all', 'day', '...', 'why', 'not', 'it', ""'s"", 'a', 'feel', 'good', 'Friday', ':)']"	['NNP', 'NN', ':', 'VB', 'DT', 'NN', 'NN', 'DT', 'NN', ':', 'WRB', 'RB', 'PRP', 'VBZ', 'DT', 'NN', 'JJ', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['RT', '@TSKSRK', ':', 'Aaj', 'Yeh', 'Sun', 'Kar', 'Meri', 'Maa', 'Kitni', 'Khush', 'Hoti', '..;', ')', 'We', 'Want', 'Don', '3']	['NNP', 'NN', ':', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', ')', 'PRP', 'VBP', 'JJ', 'CD']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Find', 'out', 'all', 'you', 'need', 'to', 'know', 'about', 'the', 'New', 'and', 'Exciting', 'THAT', 'ART', 'FAIR', 'coming', 'to', 'Cape', 'Town', 'this', 'February', '!', 'http://t.co/OExhI2VHLp']	['VB', 'RP', 'DT', 'PRP', 'VBP', 'TO', 'VB', 'IN', 'DT', 'NNP', 'CC', 'NNP', 'NNP', 'NNP', 'NNP', 'VBG', 'TO', 'NNP', 'NNP', 'DT', 'NNP', '.', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O']
['RT', '@EscritorUrbano_', ':', 'La', 'luna', 'tan', 'hermosa', 'como', 'las', 'olas', 'del', 'mar', '.']	['NNP', 'NN', ':', 'NNP', 'VBZ', 'JJ', 'NN', 'NN', 'JJ', 'NNS', 'FW', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Inaiku', 'enakkum', 'enga', 'amma', 'kum', 'sanda', 'vara', 'poguthu', '.....', 'Sun', 'vs', 'ktv', '......', 'Purinja', 'retweet', 'pannu', '..', 'illana', 'kalaingar', 'tv', 'paaru']	['NNP', 'CC', 'JJ', 'NN', 'NN', 'NN', 'NN', 'NN', 'NNP', 'NNP', 'NN', 'NN', 'NNP', 'NNP', 'NN', 'NN', 'NNP', 'NN', 'NNP', 'NN', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['RT', '@MonMecNePeutPas', ':', 'Quand', 'on', 'fais', 'une', 'blague', 'sur', 'mon', 'nom', 'de', 'famille', 'http://t.co/465oBeQAh7']	['NNP', 'NN', ':', 'NN', 'IN', 'NN', 'JJ', 'NN', 'NN', 'JJ', 'NN', 'IN', 'FW', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['RT', '@We_Dem_BoyZ_D', ':', '7th', 'grade', 'was', 'pretty', 'good', 'https://t.co/nZg6Rv1oIB']	['NNP', 'NN', ':', 'CD', 'NN', 'VBD', 'RB', 'JJ', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['new', 'phone', 'comes', 'tomorrow', 'tybg']	['JJ', 'NN', 'VBZ', 'NN', 'NN']	['O', 'O', 'O', 'O', 'O']
['always', 'sunday', 'funday', 'with', 'my', 'mains']	['RB', 'JJ', 'NN', 'IN', 'PRP$', 'NNS']	['O', 'O', 'O', 'O', 'O', 'O']
"['I', ""can't"", 'stop', 'listening', 'to', 'August', 'Alsina']"	['PRP', 'VBP', 'VB', 'NN', 'TO', 'NNP', 'NNP']	['O', 'O', 'O', 'O', 'O', 'B-person', 'I-person']
